Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Chile,CHL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.080291069,1.902549011,3.717376295,0.563878573,-0.93352621,9.252344605,1.844096781,1.877012849,2.248539569,0.186173787,7.666436601,-2.596773081,-6.529341559,0.782173461,-14.25642359,2.244082568,8.767193196,6.085096338,6.821999892,6.431288495,5.029216672,-12.24096691,-6.325916588,2.636853298,2.490138255,3.780876273,4.800910455,5.634008751,8.146882386,1.653254839,6.041865618,9.347155216,4.86809869,3.388635206,7.308348108,5.290983518,5.983091878,2.990659878,-1.627586328,4.094314573,2.146176048,2.000585088,3.005876123,6.102812658,4.646759137,5.200380038,3.790320755,2.42625274,-2.60145285,4.750242103,5.057708365,4.309193989,3.031573491,0.692522609,1.105984398,0.372098731,-0.247251359,2.281121035,-0.245035757,-6.580755715
China,CHN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-26.52764361,-6.351504864,7.62225446,15.46899542,14.19788901,7.608403934,-8.161497585,-6.57145162,13.77934034,16.05039929,4.159176206,1.290105969,5.327293015,0.218005665,6.816440509,-3.081321986,6.114001674,9.84615685,6.165663709,6.490112655,3.774903665,7.423410232,9.18113705,13.69001984,11.89656171,7.341433471,9.881163796,9.446171357,2.620859175,2.406558572,7.782091991,12.83320958,12.58199664,11.76638915,9.75495489,8.776429811,8.124497577,6.816064565,6.733485658,7.638597676,7.551654832,8.404879975,9.354776644,9.46155877,10.74137513,12.09330469,13.6358205,9.090280102,8.855947676,10.10283262,9.027174425,7.339468994,7.23540947,6.883229179,6.498792133,6.271762691,6.350904743,6.26420964,5.571840828,1.979188895
Cote d'Ivoire,CIV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,6.058160065,-2.510109867,10.1699309,13.19961909,-6.672564042,7.584348225,0.905011376,8.513390437,5.416269283,5.948841784,4.800750518,-0.38616176,1.124438117,-0.441042045,3.338363486,7.845043681,2.540968242,6.024003112,-2.077337066,-14.81176447,-0.939028114,-4.043878612,-7.892941055,-6.633629641,0.412072638,-0.638337338,-3.990297918,-2.478370913,-0.701063644,-4.599431373,-3.49972971,-3.748372837,-3.645910285,-2.592852047,3.622816758,4.31077039,0.551513753,1.842995442,-1.191343795,-4.580494213,-2.245268247,-3.827633619,-3.422478473,-0.857476459,-0.407002694,-0.651432027,-0.444962478,0.271231604,0.916723776,-0.336415026,-6.641132151,8.042337076,6.225702078,6.103171978,6.131993634,4.495184281,4.658899564,4.19662142,3.557682501,-0.73770878
Cameroon,CMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.885840273,0.871165109,1.498271633,1.254660141,-0.28003624,2.201573442,-13.01024148,3.791316988,2.332430425,0.520077079,0.851514099,0.019804351,2.58203111,7.763378581,8.202706614,-8.125711819,10.5216858,18.49498405,2.936299351,-4.87457043,13.56402422,4.252309108,3.593154558,4.155420457,4.705026992,3.436936221,-5.206677803,-10.68964576,-4.829937103,-8.929512306,-6.64432467,-5.903137892,-10.54144115,-0.707899384,0.662364278,1.591024692,2.490343866,1.81000253,1.608729281,0.874446776,1.649178401,1.505387618,1.808357411,3.944572804,-0.706764238,0.674361789,2.064866877,0.680795226,-0.575779774,0.619419551,1.314382761,1.726568228,2.577706138,3.061868136,2.855708478,1.901016774,0.853425543,1.379278082,1.074718443,-1.810043187
"Congo, Dem. Rep.",COD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-13.07154892,18.15211353,2.525508756,-4.991220368,-1.712515119,3.833399443,-3.768733193,1.380130725,6.261623612,-2.992861805,3.154226763,-2.491403959,5.300099539,0.39205908,-7.55983483,-7.949055814,-2.100737283,-8.027790766,-2.337460667,-0.500830254,-0.228738312,-2.888887927,-1.0395734,2.946716097,-2.092693464,1.977927655,-0.075595124,-2.363401476,-4.278343649,-9.665213356,-11.72687183,-13.91776083,-16.77264485,-7.331022044,-2.505026152,-3.757016918,-7.921215026,-3.867557041,-6.500062765,-9.255088418,-4.774061372,-0.031233235,2.387605672,3.433203146,2.808807555,1.984858623,2.84986165,2.783849498,-0.500569834,3.59883861,3.366413489,3.571784034,4.927569975,5.895884453,3.442618074,-0.907742776,0.401473698,2.461092711,1.110159543,-2.344255623
"Congo, Rep.",COG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.767952544,2.632652793,-6.427347074,1.167671529,0.98133847,-1.322186056,-0.627238159,4.694165012,4.566234771,3.362640963,4.676622626,5.48075388,5.08414115,4.745748502,4.604581971,-1.998457135,-11.57196597,3.309204236,6.662985815,14.25776504,14.23388814,20.04073159,2.821956357,3.947363594,-3.942523523,-9.421120487,-2.531165872,-0.976569915,-0.16064042,-1.724726029,-0.376475743,-0.175243583,-3.684882614,-8.094727226,1.097696611,1.359859185,-3.448355487,0.772388578,-5.36456018,4.514999989,0.882969248,1.661302863,-2.043400003,0.424242129,4.415301449,4.457919147,-9.76964775,2.719163465,8.030957925,6.630090033,-0.610460761,7.135091086,-3.129997905,4.14374529,-5.916645656,-12.94132232,-6.800415633,-7.271171441,-2.304014505,-10.24391793
Colombia,COL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.853647394,2.173589938,0.140302273,2.982205348,0.556755435,2.210089943,1.206889557,3.044011811,3.32234393,3.549588871,3.437782957,5.218731278,4.367894448,3.437170314,0.082046449,2.41914501,1.855337669,6.070983983,3.059011887,1.814066889,0.059608573,-1.225658712,-0.592211327,1.176474565,0.972877622,3.673550133,3.264831028,2.01343467,1.390993446,2.249847981,0.020215859,2.037211596,3.377171389,3.83884804,3.288937999,0.253052838,1.655222723,-1.109259637,-5.764187128,1.287367824,0.096779498,0.950680914,2.393939659,3.850805348,3.423322226,5.350402516,5.428634847,2.075784094,0.020713246,3.402533132,5.917244264,2.981272873,4.184821897,3.448395232,1.757883717,0.700688638,-0.163409332,1.012856042,1.889274487,-7.84220649
Comoros,COM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.664778478,3.348432755,1.969509228,1.287352919,-0.564467392,-1.036644555,-1.298711709,-0.308035306,-6.00850029,2.03755008,-8.135298684,5.40252316,0.067681977,-7.94258955,0.752062982,-3.964515048,1.267511701,-1.356149002,-0.671820693,8.087708026,-0.159075311,-0.116026509,-0.300382846,-0.472396639,0.41719798,0.221484934,-1.587427951,1.530944452,0.743854432,1.324944611,1.612628819,0.735693019,2.013053682,-0.303825605,-1.230860462,0.962061037,1.482339326,1.140261369,-0.239534047,2.654265902
Cabo Verde,CPV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,6.63701109,0.879963684,7.338549926,1.778389703,6.715121209,1.264764142,2.839615474,4.497740548,3.963019562,-1.325824948,-1.019742306,7.964658121,5.651291958,15.9048809,11.29076697,8.74396408,8.72287409,10.26291946,9.121497645,12.223792,0.466478979,3.527262514,2.562415823,8.58159186,5.43126348,6.571266989,13.74131827,5.368751811,-2.451325536,0.235744952,2.673803055,-0.195107704,-0.477378625,-0.657599484,-0.237387479,3.444133442,2.475169431,3.326801469,4.481830156,-15.71099847
Costa Rica,CRI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.838334118,1.605376659,3.072637288,0.065376854,4.597928877,3.572338488,2.433066754,5.311131472,2.546241036,4.622466949,4.037063034,5.501874192,5.095172277,2.975325754,-0.432409871,2.841420447,6.093156216,3.484293585,2.164244942,-1.92556377,-4.873484978,-9.775423012,0.099750884,5.137012771,-1.946635457,2.775047325,2.055009271,0.774638175,2.951044438,0.883400994,-0.373861097,6.395356141,4.37321863,1.904231275,1.607185073,-1.072474155,3.020289315,4.762528584,2.027882309,1.851802693,1.651631397,1.731106372,2.735632301,2.914440846,2.512478291,5.846817278,6.760552891,3.365398682,-2.136805798,4.056807725,3.147663007,3.653958913,1.325289728,2.391709165,2.531383287,3.108306775,3.092566338,1.045978719,1.193992798,-5.412335669
Caribbean small states,CSS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,3.030100354,4.552564958,4.284860675,3.205335996,0.925719664,5.936511417,-1.751511514,-4.319358035,-2.335858506,0.120717414,2.732901359,4.648337707,4.035163696,1.307455393,-0.260465624,-0.20881648,-3.607617177,-0.141439576,-0.900174393,0.510782697,1.164903355,1.57013461,3.508188938,0.215696779,0.469971187,1.253506774,1.987781387,1.865407306,2.040464834,2.681101031,3.294234567,0.470493523,4.335405556,3.015786432,1.320261947,2.87125489,4.871353201,3.234227534,2.923975254,6.092389616,2.628429352,0.60865611,-4.201390323,0.663896566,0.431610264,0.616856438,0.056650494,-0.196575615,0.16884491,-1.69565903,-0.329822883,1.302393684,0.090173773,-8.637448042
Cuba,CUB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,6.67922767,3.000158331,1.705150503,-0.555409218,8.022008207,4.239022379,7.673182736,5.742028606,0.398427339,-5.415615148,19.09062363,8.464353926,4.97859029,7.388026481,0.930032288,-0.749814854,-3.377055444,2.599675323,-0.340216383,-3.800470141,-11.33318745,-12.09822008,-15.29573813,0.260210818,1.98872978,7.335610565,2.311629113,-0.285235231,5.748401446,5.517333145,2.831491929,1.107967859,3.519873983,5.571376329,11.09089503,12.06929637,7.358653772,4.247861543,1.544057101,2.398360498,2.703145906,2.827842758,2.514381705,0.831422267,4.273361609,0.422151607,1.771820723,2.258481461,-0.176403187,
Curacao,CUW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.007946789,0.274293259,-1.758683522,-1.505339407,-1.858439086,-0.9409622,0.466172919,0.910343817,-1.176897717,-1.176269268,-0.806884969,-0.964264113,-1.912431969,-2.462195476,-1.035883986,-2.030879105,-2.05324118,-1.650976838,-2.237297781,
Cayman Islands,CYM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102081391,-3.235533292,-9.69320823,-5.034790696,-0.93727918,-0.634729366,-0.359848582,1.110863557,1.378620263,1.848900542,1.852363286,2.911639275,2.576691617,
Cyprus,CYP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,21.24487234,16.3479758,7.378347628,9.054349603,4.610640152,0.828826187,4.774511459,4.715044666,7.357755273,3.615236622,2.52140639,5.907273388,7.500785644,6.419510629,5.13996947,-1.834742998,6.527835089,-1.702627589,3.732201014,6.415539036,-0.352385602,1.196224552,4.81774391,3.829600465,4.844161198,2.838122661,2.54106759,1.383618051,3.630811322,3.353765178,2.981298759,2.884107512,1.076565215,-4.610654068,-0.618672408,-2.127828575,-4.906834837,-6.335598219,-0.742815124,3.807927381,5.95096582,4.181184105,3.96477325,1.686881101,-6.392824034
Czech Republic,CZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.40250599,-0.608213656,-0.042053082,2.872143487,6.566133528,4.386832731,-0.411069078,-0.262114936,1.487792085,4.293071465,3.430857546,1.76597432,3.613338965,4.782365794,6.454261737,6.478203603,4.956085333,1.838240193,-5.198981919,2.136880484,1.55018979,-0.92373445,-0.079052895,2.154500479,5.181402654,2.340552261,4.889722042,2.854108113,2.624557435,-6.031541907
Germany,DEU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,2.943650177,3.802476016,4.448017199,0.850760324,-0.496434235,5.400212111,3.581437112,3.098181629,4.104331342,1.198693908,0.376242533,-0.300057816,1.839034184,3.178987194,2.556883607,2.240534998,1.246499686,3.302863722,3.09618,4.351639054,4.345220055,1.151046332,-1.625684284,2.03735421,1.246141876,0.514437285,1.643334273,1.998485321,1.821428031,2.773221251,1.510558261,-0.365628327,-0.755077167,1.197055352,0.788917116,3.933610331,3.114245883,1.152029742,-5.454577169,4.339606777,5.869635737,0.230160993,0.163870563,1.784341886,0.617105353,1.408102075,2.297206047,0.782690047,0.827864779,-4.738789048
Djibouti,DJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.225655191,5.894352044,4.917151591,3.7303378,6.731900604,6.150547468,-0.969351783
Dominica,DMA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,9.290209734,-19.09988962,12.84425161,10.83521725,4.546903892,3.283316264,5.096864319,2.306203428,8.071296536,7.327102743,8.770457655,0.500392906,5.86706759,1.412568123,1.784999142,1.769029333,-0.283740924,2.942473844,3.354211748,2.679243112,4.378983814,0.864271171,2.6017636,-0.093967152,-3.063137326,5.955651716,2.633433603,0.380620254,4.455221701,6.234296721,7.072661512,-1.196094959,0.631443233,-0.2727973,-1.117566667,-1.090550241,4.342163901,-2.805951872,2.36664739,-6.998975795,2.060994796,3.197112188,-16.92088431
Denmark,DNK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.638743553,4.847446966,-0.152610055,8.400119265,3.743684868,1.919198017,4.70161895,4.912387623,5.921884888,0.836281146,2.291699419,3.336615093,3.465614309,-1.581692398,-1.74030563,5.658698172,1.553514127,1.909290198,3.614290364,-0.603929078,-0.63790415,3.760789428,2.666544948,4.220711027,3.96161087,4.763986084,0.127360299,-0.062176179,0.584830839,1.310525163,1.130840198,1.620420852,-0.32195993,4.977347179,2.492248169,2.319405698,2.832664465,1.847613945,2.60794426,3.400684546,0.462534295,0.145880727,0.117358167,2.403233997,2.055110516,3.572063464,0.462731494,-1.094842128,-5.414013999,1.419486631,0.920393685,-0.149916088,0.513424428,1.105433466,1.622166258,2.443368874,2.162355113,1.485085157,1.749614095,-2.347336032
Dominican Republic,DOM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-5.526951357,13.23313597,3.075123405,3.382913849,-15.20469644,10.00174203,0.23746461,-2.698268425,7.707358778,14.90049808,7.816943164,7.416667817,9.914246437,3.259422644,2.526020028,4.075277595,2.424381148,-0.295013602,2.094858577,5.510801225,1.96153183,-0.511562641,2.402150536,-0.859599021,-4.128300849,1.439020474,7.941782249,0.168819518,2.394858515,-7.251709893,-0.956918642,9.150258278,5.399349018,0.767791858,3.853569887,4.198456646,7.1122552,5.025374334,4.303818831,3.079984528,0.942844621,2.981566664,-2.742901918,1.151470008,7.95089605,7.736422901,6.033693331,1.908505747,-0.304580775,7.016783452,1.89221321,1.500005264,3.650818788,5.81878933,5.715518778,5.468634895,3.518071155,5.834537488,3.958404175,-7.657060908
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-15.72768484,-21.64450698,31.01054551,3.164562899,3.421130047,-7.400138058,6.382562176,7.645446898,5.363105422,5.82768647,-13.75980674,23.9750428,1.012377687,4.571497194,2.144095791,5.353889857,2.282737517,6.081383703,4.333599726,-2.218472323,-0.131096614,3.129882768,2.158496685,2.389318832,0.612187084,-2.515552926,-3.506381203,-3.710312411,1.644189195,-1.754076492,-3.601082431,-0.564788753,-4.250986637,-2.931116597,1.836410561,2.290823348,-0.519902353,3.534368527,1.74870316,2.399496544,1.659672589,4.262072013,5.840905136,2.934541622,4.43825778,0.214792144,1.808252618,0.738194545,-0.134681878,1.746790655,0.980209993,1.40174756,0.76169938,1.710454904,1.600493696,1.104570156,-0.750456692,-0.811233175,-1.130725082,-7.201022374
East Asia & Pacific (excluding high income),EAP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-13.27213178,-1.949816696,3.789028528,8.118547437,8.055122548,5.041626673,-3.93974135,-0.879203643,8.377199621,10.38044246,3.912819797,2.325387798,5.756209882,1.72225995,4.682158534,1.032495322,5.96141849,7.524517721,5.468638845,5.907324265,3.976379776,4.632989532,5.892575355,8.206084065,6.155697023,5.38180764,7.262367903,7.887913437,3.953166622,3.490142519,6.402983732,9.656128419,9.830254144,9.514331488,8.506783351,7.74074846,6.070626235,1.721079796,5.270870729,6.588456641,5.992975268,7.122204088,8.045675223,8.249705174,9.113385546,10.24329462,11.68145153,7.838652234,7.220601468,9.153275055,7.874615825,6.808445095,6.525986296,6.202820184,5.937670871,5.781787263,5.929039213,5.824260498,5.143698369,0.732773146
Early-demographic dividend,EAR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.033516288,0.997141728,2.307981242,5.513013556,3.054056894,1.584941374,2.959578296,4.057714271,4.048671213,6.085464592,3.515653281,4.365297836,4.973300717,4.202658801,-0.332802048,4.624769333,1.490243591,-1.40175851,1.613016272,0.378146681,1.249219345,-2.569337572,-2.23425195,-0.445456606,-1.739677248,0.515519456,0.321344357,1.142943819,0.071681595,3.036741937,2.374260129,1.830249239,1.404046186,1.340364752,0.361126086,3.729382134,2.705713578,0.387750068,0.175630434,2.520595209,-0.794518479,0.041445226,3.63660794,4.497807202,4.171190846,4.294557502,4.101277498,1.917699457,-0.681439125,4.963852472,3.462616713,2.590184694,2.936721828,2.830092872,3.090659223,3.24691469,3.191196057,2.303234425,0.961733282,-6.022743437
East Asia & Pacific,EAS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.569346855,4.052508356,5.253605515,8.001528083,4.517263839,5.871087559,5.125931162,6.859379763,8.669396588,2.739189116,2.554110492,4.709395356,5.26406829,-1.216179358,1.776447643,2.502130012,3.826435773,4.19561519,4.322709276,2.271311,3.086887287,2.49439195,2.705358206,4.635350467,4.154036751,3.31160199,4.584959279,5.955325597,3.488958957,3.54104267,3.312207797,2.847920587,2.870994642,3.911799237,4.419024452,4.400615472,2.89409298,-0.634791645,2.721859179,4.416630242,2.375060459,3.511475954,4.113959951,5.057574879,5.123080286,5.686188802,6.727311323,3.65573014,1.861531742,6.880676622,4.764806084,4.469820546,4.531359413,4.034761758,4.016062284,3.934369314,4.340931886,4.100597136,3.48235108,-0.925550296
Europe & Central Asia (excluding high income),ECA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.025900454,-5.846893552,-10.94528044,-5.847868506,-10.44001288,-1.36530951,0.097992298,2.208114987,-1.652094662,2.185866176,7.96851137,2.945763684,5.572852414,6.594904381,8.317668941,7.109615188,8.014694901,7.551849394,4.236594655,-6.086698494,4.450751985,5.412953343,3.291877775,3.406638269,1.666269047,0.395596308,1.149597386,3.561875398,2.721981041,1.861445667,-1.911687103
Europe & Central Asia,ECS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,2.900352965,3.883319253,5.180587851,1.411062576,-1.256027008,3.95509494,2.148741525,2.534396793,3.071811951,0.665955947,-0.180385345,0.343688499,1.386533551,2.046156747,2.189159019,2.132680781,2.448143976,3.608962137,2.934530916,1.849110943,-0.013690203,-0.921998108,-1.102753549,0.979368354,1.971776341,1.6139822,2.923809432,2.532457781,2.790249048,4.123190853,2.156764663,1.454623738,1.546450036,2.861837708,2.398934442,3.583289572,3.243510645,0.589788341,-4.758913845,2.248173022,2.085468905,-0.068922885,0.457509894,1.403538369,1.598995973,1.421176553,2.349821846,1.739358508,1.42911294,-5.888219997
Ecuador,ECU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.189003723,1.973544543,-0.777889164,4.352837115,0.318378861,-3.208632786,1.599300743,-1.03544442,1.652644012,3.807946003,3.26336047,2.04556583,10.75579981,8.128354409,7.940793355,4.506539653,-1.091134704,2.937497869,1.045877523,1.046198078,2.927079882,-1.918629378,-2.823630063,0.085375613,1.382660613,0.944200453,-2.666961183,3.35908017,-1.382869954,1.25727784,1.885889065,-0.207484604,-0.309049759,1.964912932,0.045914884,-0.423720892,2.160484094,1.175607301,-6.604921711,-0.813578256,2.134705573,2.284631765,0.984821248,6.406664248,3.54392893,2.669282015,0.494765341,4.607021102,-1.058101365,1.892865177,6.221016513,4.070286801,3.387267007,2.198973161,-1.50763432,-2.898018796,0.573913174,-0.483429078,-1.653249634,-9.15874487
"Egypt, Arab Rep.",EGY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.343054538,1.119054667,7.612203176,8.598129578,2.196997234,2.340769851,-1.769886704,-4.076496318,2.714074973,3.118025381,1.705635722,0.79842859,1.279735662,-0.626916125,6.562527574,10.76943945,6.551983267,6.138734918,2.09473588,7.365426939,4.710663319,7.15780334,2.420307066,6.9079892,3.020832771,1.963265823,1.058106039,2.681472753,2.260082893,3.133711276,-1.146432984,2.260663748,0.814883326,1.905226697,2.563810874,2.896261468,3.394225975,3.489528358,3.987316281,4.336347588,1.585496664,0.481792741,1.293196394,2.203154341,2.602210695,4.967393052,5.228311412,5.26715476,2.740086897,3.080841972,-0.363927634,-0.012958454,-0.105970987,0.616851311,2.093735793,2.132015302,2.02557995,3.194420749,3.492046874,1.599848592
Euro area,EMU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,3.20403915,4.187336545,5.479243676,2.627470436,-1.28301605,4.55859382,2.674406834,2.706471284,3.447876628,1.720710456,0.139757084,0.437310881,1.186050603,2.206394408,2.119203312,2.25160044,2.250362262,3.957539303,3.654547737,3.128639092,2.201701061,0.948039641,-1.068108775,2.162316159,2.156624977,1.426910952,2.462496823,2.815629773,2.698258069,3.528192768,1.800929239,0.449858186,0.13339732,1.72955739,1.158838963,2.744983712,2.467395374,-0.076014261,-4.835430457,1.939893785,1.956553776,-1.07222496,-0.560733434,1.062874601,1.757185586,1.566259901,2.401756131,1.611262385,1.427307204,-6.552647798
Eritrea,ERI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.41576465,22.32492123,3.521429964,9.644844175,7.971359539,1.253812238,-1.371029113,-5.465863683,4.985964341,-1.409375668,-7.143403191,-2.981009491,-1.302738235,-4.076212654,-1.224523811,-11.73424709,1.974114433,0.565852074,7.207773128,,,,,,,,,
Spain,ESP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,10.80448686,8.94647029,8.639492989,4.267245417,5.105632144,6.153434725,3.064126596,5.212172291,7.839083051,3.13876302,3.39592699,6.962193043,6.604025784,4.471068364,-0.539096649,2.217772516,1.785657126,0.490728395,-0.83652825,1.391315587,-0.83988751,0.640409096,1.275514531,1.362897222,1.951329084,2.94527954,5.273762755,4.871692165,4.662815239,3.675767774,2.28532474,0.436115221,-1.543358378,1.896906964,2.304957017,2.23381642,3.268852086,3.961902132,4.067824456,4.776451415,3.214081018,1.290050047,1.136253252,1.35870928,1.915695738,2.357813153,1.704522023,-0.709567924,-4.611871706,-0.297088607,-1.166192626,-3.02242537,-1.111898854,1.687449704,3.915768451,2.94434856,2.732360583,1.841757858,1.357962949,-11.2335321
Estonia,EST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.502780044,14.34720763,5.346911888,-0.717825376,9.556416862,6.681034596,7.449835963,8.277713443,7.444415589,10.1529689,10.41473423,8.071025334,-4.877286528,-14.46432838,2.678164039,7.589211665,3.59836216,1.820154161,3.281874814,1.786274694,3.125538305,5.664039082,3.772023311,3.710285764,-3.254306892
Ethiopia,ETH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,-1.84102495,4.979009533,-5.887027763,-13.93731121,6.229141922,10.27625379,-2.702868762,-3.623541501,-0.739151434,-10.36101806,-11.89343296,9.168779832,-0.335854122,2.654450883,8.921419702,0.051802861,-6.254079943,2.162559547,3.059110082,5.227320231,-1.354735386,-4.91130019,10.40753064,8.733089642,7.808741741,8.437275283,7.793016544,5.843986301,9.460612488,8.094846233,5.616571431,7.499868081,7.213184252,7.391468863,6.509712037,6.684559618,4.053940151,5.604369736,3.395270066
European Union,EUU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,3.082636457,4.061973986,5.32729933,2.463951363,-1.251691348,4.327843374,2.375269086,2.579143538,3.417053587,1.618803227,0.100150342,0.482542715,1.182928378,2.258076456,2.107162116,2.300215338,2.217712181,3.823928631,3.565598703,3.037515828,1.556313061,0.865875324,-0.89741927,2.396669651,2.46891589,1.714413472,2.500210439,2.871909797,2.779393602,3.779682591,2.037907571,0.879477347,0.545775023,2.203540553,1.565086065,3.15530092,2.80868305,0.315262207,-4.579682452,2.104981518,2.054584728,-0.865552771,-0.273041175,1.333351521,2.093714841,1.793484062,2.663978138,1.905464521,1.700663631,-6.063007666
Fragile and conflict affected situations,FCS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,10.96452529,11.57590271,7.175029549,0.014882179,2.043910345,6.572209437,-4.019962024,4.049929593,1.666625261,-3.87845767,3.676034628,3.442154789,-7.313788012,-4.029098394,-7.679610277,-2.517818639,0.945985969,-0.164954276,1.460629525,0.72699553,-3.209630194,8.265587164,-10.45531755,-0.630165359,-1.729802727,-2.281451465,-0.809938799,3.068030971,2.587570899,4.574612342,1.840103161,3.21426374,1.654401147,2.173090265,-2.877231101,8.782227651,4.03913422,4.031171636,4.235887635,3.735601643,3.590877062,4.700714117,-2.187745289,4.490562123,2.999942251,1.549791374,-0.573281618,-0.093089068,-0.047302142,0.219290283,0.237676217,-6.849235907
Finland,FIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,6.847965181,2.284048567,2.557472364,4.654852826,4.952389127,1.989846976,1.617028866,1.845006207,9.656904148,5.211438142,2.227824609,7.096153516,6.377978811,2.697457779,1.354025294,0.042351174,-0.040505648,2.624625735,6.848494759,5.061714695,0.884671018,2.532004036,2.503843385,2.687519899,3.117925686,2.422429813,3.28147645,4.9117397,4.708443331,0.224909953,-6.398949439,-3.836533052,-1.141488063,3.515885274,3.819876288,3.327669342,6.018052758,5.17759148,4.137574737,5.553997853,2.37665487,1.460928622,1.76083857,3.690587797,2.428689227,3.628941348,4.852313276,0.315886377,-8.513028487,2.714966735,2.073396315,-1.865591174,-1.357215611,-0.776108383,0.21302942,2.516379895,2.950531373,1.00788071,1.23214448,-3.030731158
Fiji,FJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.018903083,0.060861047,2.792376982,1.563624411,-5.515072152,-2.611046623,10.6632901,5.54331224,0.429782241,10.35301047,4.665039798,5.263469834,9.33687582,0.555180441,-1.423815524,0.824157609,4.003294512,0.010619306,10.02197184,-3.729637052,3.762516981,-8.405275367,-6.372128492,6.074841888,-6.126751125,6.719551588,-7.020503866,0.795437595,7.18983099,5.223063611,-3.602750099,4.807083166,0.710691713,3.638689177,1.201809041,3.602746512,-3.229770447,0.361629546,7.969596225,-2.270760967,1.635071277,3.031133592,0.898390186,5.070052183,0.241362805,1.081948792,-1.836711174,-0.063278625,-2.342562043,2.214677033,2.272769687,1.222105639,4.669244737,5.500151994,4.239148551,2.001580296,4.746814523,3.104094731,-1.168540829,-19.6347302
